	geneNAME	S1	S28	S6
K02956	RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15	242.582	484.744	630.755
K02959	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16	327.486	334.763	459.936
K02961	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17	192.269	253.558	279.299
K02963	RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18	170.257	373.294	417.231
K02965	RP-S19, rpsS; small subunit ribosomal protein S19	123.088	281.317	345.075
K02967	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	297.388	572.992	668.552
K02968	RP-S20, rpsT; small subunit ribosomal protein S20	261.001	333.52	525.22
K02970	RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21	236.293	463.614	503.132
K02982	RP-S3, rpsC; small subunit ribosomal protein S3	320.748	374.537	488.406
K02986	RP-S4, rpsD; small subunit ribosomal protein S4	295.142	523.689	657.753
K02988	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5	181.038	355.064	479.08
K02990	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	230.004	307.833	582.651
K02992	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7	369.264	427.154	491.842
K02994	RP-S8, rpsH; small subunit ribosomal protein S8	149.143	282.974	484.479
K02996	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9	204.847	319.848	447.174
K03040	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	569.17	472.314	681.314
K03043	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1256.04	1458.79	1819.13
K03046	rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	1333.3	1682.52	2129.35
K03048	rpoE; DNA-directed RNA polymerase subunit delta	4.49227	366.251	373.054
K03060	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	107.365	205.912	442.756
K03070	secA; preprotein translocase subunit SecA [EC:7.4.2.8]	1222.79	1608.77	1259.55
K03071	secB; preprotein translocase subunit SecB	170.706	50.1316	162.475
K03072	secD; preprotein translocase subunit SecD	808.159	756.946	518.348
K03073	secE; preprotein translocase subunit SecE	225.512	390.281	447.174
K03074	secF; preprotein translocase subunit SecF	270.884	147.08	321.513
K03075	secG; preprotein translocase subunit SecG	247.075	296.232	647.935
K03076	secY; preprotein translocase subunit SecY	348.6	918.113	832.008
K03077	araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]	83.5561	210.056	281.263
K03078	ulaD, sgaH, sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]	9.88299	52.2032	238.067
K03079	ulaE, sgaU, sgbU; L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]	48.5165	110.621	227.268
K03086	rpoD; RNA polymerase primary sigma factor	633.41	767.304	971.903
K03087	rpoS; RNA polymerase nonessential primary-like sigma factor	4.94149	35.2164	134.005
K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily	3296.42	1875.17	1282.62
K03089	rpoH; RNA polymerase sigma-32 factor	245.727	26.9302	295.498
K03090	sigB; RNA polymerase sigma-B factor	66.0363	298.304	20.1253
K03091	sigH; RNA polymerase sporulation-specific sigma factor	519.306	335.177	429.994
K03092	rpoN; RNA polymerase sigma-54 factor	613.644	124.708	316.114
K03093	sigI; RNA polymerase sigma factor	96.1345	35.2164	0
K03095	sprL; SprT-like protein	0	217.099	298.934
K03098	APOD; apolipoprotein D and lipocalin family protein	119.045	60.4894	5.89032
K03100	lepB; signal peptidase I [EC:3.4.21.89]	655.871	899.469	1056.82
K03101	lspA; signal peptidase II [EC:3.4.23.36]	236.742	331.863	429.503
K03106	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	574.112	781.804	836.917
K03110	ftsY; fused signal recognition particle receptor	333.326	597.85	891.402
K03111	ssb; single-strand DNA-binding protein	702.141	948.772	1001.35
K03112	damX; DamX protein	24.7075	0	11.7806
K03113	EIF1, SUI1; translation initiation factor 1	31.8951	14.9152	99.6446
K03116	tatA; sec-independent protein translocase protein TatA	115.9	263.916	130.078
K03117	tatB; sec-independent protein translocase protein TatB	115.9	54.2747	193.89
K03118	tatC; sec-independent protein translocase protein TatC	287.954	309.076	259.665
K03119	tauD; taurine dioxygenase [EC:1.14.11.17]	437.097	32.3162	13.2532
K03146	THI4, THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]	8.08608	0	0
K03147	thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]	812.651	467.757	286.662
K03148	thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	59.7471	53.4461	96.2086
K03149	thiG; thiazole synthase [EC:2.8.1.10]	268.638	184.783	159.039
K03150	thiH; 2-iminoacetate synthase [EC:4.1.99.19]	393.972	110.621	169.838
K03151	thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]	128.479	413.896	459.445
K03152	thiJ; protein deglycase [EC:3.5.1.124]	177.894	51.7888	211.07
K03153	thiO; glycine oxidase [EC:1.4.3.19]	10.3322	258.116	138.913
K03154	thiS; sulfur carrier protein	103.771	79.5477	59.8849
K03168	topA; DNA topoisomerase I [EC:5.6.2.1]	392.624	1028.73	1225.68
K03169	topB; DNA topoisomerase III [EC:5.6.2.1]	1587.12	719.658	1294.89
K03177	truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]	263.247	560.148	642.045
K03179	ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	142.854	0	318.077
K03181	ubiC; chorismate lyase [EC:4.1.3.40]	119.944	7.87191	64.7935
K03182	ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	349.498	0	353.419
K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	287.056	404.367	340.657
K03184	ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	0	46.4028	168.856
K03185	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	145.549	29.8304	146.276
K03186	ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]	197.66	0	142.349
K03187	ureE; urease accessory protein	66.9348	202.184	13.7441
K03188	ureF; urease accessory protein	57.0518	281.317	16.1984
K03189	ureG; urease accessory protein	98.8299	192.655	42.7048
K03190	ureD, ureH; urease accessory protein	90.7438	251.487	58.4124
K03191	ureI; acid-activated urea channel	47.1688	0	0
K03192	ureJ; urease accessory protein	42.6765	24.03	0
K03194	virB1; type IV secretion system protein VirB1	61.9933	0	0
K03195	virB10, lvhB10; type IV secretion system protein VirB10	222.816	0	14.2349
K03196	virB11, lvhB11; type IV secretion system protein VirB11 [EC:7.4.2.8]	148.694	0	0
K03197	virB2, lvhB2; type IV secretion system protein VirB2	58.3995	0	0
K03198	virB3, lvhB3; type IV secretion system protein VirB3	22.4613	0	1.96344
K03199	virB4, lvhB4; type IV secretion system protein VirB4 [EC:7.4.2.8]	292.896	0	34.3602
K03200	virB5, lvhB5; type IV secretion system protein VirB5	72.3255	0	3.92688
K03201	virB6, lvhB6; type IV secretion system protein VirB6	91.193	0	0
K03203	virB8, lvhB8; type IV secretion system protein VirB8	114.553	0	9.8172
K03204	virB9, lvhB9; type IV secretion system protein VirB9	93.8884	0	0
K03205	virD4, lvhD4; type IV secretion system protein VirD4 [EC:7.4.2.8]	380.046	338.078	448.646
K03206	azr; azobenzene reductase [EC:1.7.1.6]	0	184.783	0
K03208	wcaI; putative colanic acid biosynthesis glycosyltransferase WcaI	0	0	16.6892
K03210	yajC; preprotein translocase subunit YajC	251.118	420.525	605.231
K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]	0	73.333	137.932
K03214	yfiF, trmG; RNA methyltransferase, TrmH family [EC:2.1.1.-]	0	0	110.934
K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	659.465	865.081	1121.62
K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	184.632	398.981	469.262
K03217	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	526.044	857.209	1299.31
K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	280.317	402.71	562.526
K03219	yscC, sctC, ssaC; type III secretion protein C	68.2824	0	0
K03220	yscD, sctD, ssaD; type III secretion protein D	92.9899	0	0
K03221	yscF, sctF, ssaG, prgI; type III secretion protein F	25.1567	0	0
K03222	yscJ, sctJ, hrcJ, ssaJ; type III secretion protein J	52.1103	0	0
K03223	yscL, sctL; type III secretion protein L	48.5165	0	0
K03224	yscN, sctN, hrcN, ssaN; ATP synthase in type III secretion protein N [EC:7.4.2.8]	144.202	0	22.5796
K03225	yscQ, sctQ, hrcQ, ssaQ, spaO; type III secretion protein Q	151.389	0	0
K03226	yscR, sctR, hrcR, ssaR; type III secretion protein R	42.2273	0	0
K03227	yscS, sctS, hrcS, ssaS; type III secretion protein S	32.3443	0	0
K03228	yscT, sctT, hrcT, ssaT; type III secretion protein T	56.6026	0	0
K03229	yscU, sctU, hrcU, ssaU; type III secretion protein U	80.4116	0	0
K03230	yscV, sctV, hrcV, ssaV, invA; type III secretion protein V	90.7438	0	4.41774
K03268	todC1, bedC1, tcbAa; benzene/toluene/chlorobenzene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11 1.14.12.26]	163.069	0	0
K03269	lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	250.668	56.3463	273.9
K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	127.58	42.674	199.289
K03271	gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	159.026	0	306.297
K03272	gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	161.722	0	220.887
K03273	gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	119.494	0	102.099
K03274	gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	203.949	0	346.056
K03275	waaO, rfaI; UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	2.69536	0	0
K03278	waaI, rfaI; UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase [EC:2.4.1.44]	2.69536	0	0
K03279	waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]	0	0	27.979
K03280	waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]	5.83995	0	0
K03281	TC.CIC; chloride channel protein, CIC family	400.261	312.805	541.91
K03282	mscL; large conductance mechanosensitive channel	171.605	460.714	513.44
K03284	corA; magnesium transporter	396.667	829.45	628.792
K03285	TC.GBP; general bacterial porin, GBP family	626.671	0	0
K03286	TC.OOP; OmpA-OmpF porin, OOP family	410.593	143.766	404.469
K03289	nupG; MFS transporter, NHS family, nucleoside permease	41.7781	41.4311	69.2113
K03292	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family	337.369	350.921	63.8118
K03293	TC.AAT; amino acid transporter, AAT family	205.297	1928.62	286.662
K03294	TC.APA; basic amino acid/polyamine antiporter, APA family	971.228	701.014	574.306
K03296	TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	2509.38	1220.56	363.237
K03297	emrE, qac, mmr, smr; small multidrug resistance pump	101.525	72.9187	65.2844
K03298	TC.DME; drug/metabolite transporter, DME family	136.116	0	0
K03299	TC.GNTP; gluconate:H+ symporter, GntP family	239.438	460.299	385.816
K03300	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	1.79691	305.347	149.221
K03301	TC.AAA; ATP:ADP antiporter, AAA family	6.28917	0	4.41774
K03303	lctP; lactate permease	163.518	946.286	577.252
K03304	tehA; tellurite resistance protein	8.98453	0	9.8172
K03305	TC.POT; proton-dependent oligopeptide transporter, POT family	237.641	471.9	426.557
K03306	TC.PIT; inorganic phosphate transporter, PiT family	415.984	439.998	299.425
K03307	TC.SSS; solute:Na+ symporter, SSS family	655.422	1010.09	156.584
K03308	TC.NSS; neurotransmitter:Na+ symporter, NSS family	419.578	495.516	698.985
K03309	TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family	0	219.17	11.7806
K03310	TC.AGCS; alanine or glycine:cation symporter, AGCS family	570.518	1112.01	1426.93
K03311	TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family	118.596	935.514	710.766
K03312	gltS; glutamate:Na+ symporter, ESS family	283.911	435.441	249.848
K03313	nhaA; Na+:H+ antiporter, NhaA family	294.243	143.352	292.062
K03314	nhaB; Na+:H+ antiporter, NhaB family	1.79691	0	207.143
K03315	nhaC; Na+:H+ antiporter, NhaC family	276.724	485.158	398.578
K03316	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family	549.404	737.473	290.589
K03317	TC.CNT; concentrative nucleoside transporter, CNT family	76.8178	528.661	256.229
K03319	TC.DASS; divalent anion:Na+ symporter, DASS family	238.539	794.648	350.474
K03320	amt, AMT, MEP; ammonium transporter, Amt family	532.334	716.758	119.279
K03321	TC.SULP; sulfate permease, SulP family	581.748	336.006	288.135
K03322	mntH; manganese transport protein	189.574	398.981	118.297
K03324	yjbB; phosphate:Na+ symporter	629.366	558.491	295.498
K03325	ACR3, arsB; arsenite transporter	337.369	74.1616	126.151
K03326	TC.DCUC, dcuC, dcuD; C4-dicarboxylate transporter, DcuC family	23.3598	0	178.673
K03327	TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family	504.931	210.056	798.63
K03328	TC.PST; polysaccharide transporter, PST family	182.835	1004.29	746.107
K03329	yahN; amino acid exporter	76.8178	0	0
K03332	fruA; fructan beta-fructosidase [EC:3.2.1.80]	391.726	45.5742	42.214
K03333	choD; cholesterol oxidase [EC:1.1.3.6]	3.14459	196.798	0
K03335	iolE; inosose dehydratase [EC:4.2.1.44]	34.5904	51.3745	50.0677
K03336	iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	34.5904	66.2897	36.8145
K03337	iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]	24.7075	28.1731	0
K03338	iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	23.809	27.7588	45.65
K03339	iolJ; 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase [EC:4.1.2.29]	10.3322	79.5477	383.853
K03340	dapdh; diaminopimelate dehydrogenase [EC:1.4.1.16]	68.7317	63.8039	139.404
K03342	pabBC; para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]	273.579	503.388	393.179
K03343	puo; putrescine oxidase [EC:1.4.3.10]	0	55.1033	0
K03346	dnaB; replication initiation and membrane attachment protein	5.83995	400.639	284.699
K03365	FCY1; cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]	10.3322	0	0
K03366	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	12.1291	413.482	59.8849
K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	148.694	411.825	218.924
K03379	chnB; cyclohexanone monooxygenase [EC:1.14.13.22]	0	166.139	0
K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]	0	62.9752	0
K03381	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]	45.3719	108.964	0
K03383	atzD; cyanuric acid amidohydrolase [EC:3.5.2.15]	0	28.5874	0
K03385	nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]	187.327	0	348.02
K03386	PRDX2_4, ahpC; peroxiredoxin 2/4 [EC:1.11.1.24]	587.588	462.371	150.694
K03387	ahpF; NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	106.916	543.99	145.785
K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	5.83995	0	0
K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	4.04304	0	0
K03391	pcpB; pentachlorophenol monooxygenase [EC:1.14.13.50]	1.79691	0	0
K03392	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	5.83995	193.483	0
K03394	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	99.2791	80.7906	8.34462
K03396	gfa; S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]	0	0	14.7258
K03399	cbiE; cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	91.193	0	11.2898
K03402	argR, ahrC; transcriptional regulator of arginine metabolism	112.307	481.015	628.792
K03404	chlD, bchD; magnesium chelatase subunit D [EC:6.6.1.1]	0	66.704	12.7624
K03405	chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]	0	81.6192	17.1801
K03406	mcp; methyl-accepting chemotaxis protein	6374.08	52.6175	842.316
K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	752.904	54.2747	266.046
K03408	cheW; purine-binding chemotaxis protein CheW	317.154	2.48586	179.655
K03409	cheX; chemotaxis protein CheX	54.3564	9.94346	0
K03410	cheC; chemotaxis protein CheC	70.9778	0	113.88
K03411	cheD; chemotaxis protein CheD [EC:3.5.1.44]	218.324	0	87.3731
K03412	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	387.683	47.2314	133.023
K03413	cheY; two-component system, chemotaxis family, chemotaxis protein CheY	439.344	14.9152	87.864
K03414	cheZ; chemotaxis protein CheZ	154.534	0	0
K03415	cheV; two-component system, chemotaxis family, chemotaxis protein CheV	123.088	0	13.2532
K03416	E2.1.3.1-5S; methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]	0	53.4461	0
K03417	prpB; methylisocitrate lyase [EC:4.1.3.30]	490.106	67.1183	114.37
K03418	dmfA2; N,N-dimethylformamidase large subunit [EC:3.5.1.56]	15.7229	0	0
K03424	tatD; TatD DNase family protein [EC:3.1.21.-]	526.494	585.007	877.167
K03425	tatE; sec-independent protein translocase protein TatE	0	12.4293	0
K03426	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]	252.465	142.109	62.3392
K03427	hsdM; type I restriction enzyme M protein [EC:2.1.1.72]	422.722	1481.99	1504
K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]	172.503	292.089	84.9188
K03430	phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	105.568	29.8304	21.107
K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]	484.266	693.971	783.413
K03432	psmA, prcA; proteasome alpha subunit [EC:3.4.25.1]	0	29.0018	0
K03433	psmB, prcB; proteasome beta subunit [EC:3.4.25.1]	0	15.7438	0
K03435	fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor	0	0	29.9425
K03436	fruR2, fruR; DeoR family transcriptional regulator, fructose operon transcriptional repressor	102.873	417.625	257.702
K03437	spoU; RNA methyltransferase, TrmH family	336.022	536.532	530.129
K03438	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	433.504	466.514	571.852
K03439	trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	232.25	482.672	515.894
K03442	mscS; small conductance mechanosensitive channel	247.524	60.4894	239.049
K03444	ERD6, ESL1; MFS transporter, SP family, ERD6-like sugar transporter	93.8884	44.7456	0
K03445	nepI; MFS transporter, DHA1 family, purine ribonucleoside efflux pump	4.94149	58.8321	3.92688
K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein	526.943	408.51	169.347
K03449	MFS.CP; MFS transporter, CP family, cyanate transporter	277.622	338.078	255.247
K03451	TC.BCT; betaine/carnitine transporter, BCCT family	88.4976	283.803	0
K03453	TC.BASS; bile acid:Na+ symporter, BASS family	154.534	366.251	259.174
K03455	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family	413.288	564.706	250.339
K03457	TC.NCS1; nucleobase:cation symporter-1, NCS1 family	59.7471	165.724	135.968
K03458	TC.NCS2; nucleobase:cation symporter-2, NCS2 family	264.145	445.798	474.171
K03459	focB; formate transporter	8.98453	0	0
K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	2.69536	0	187.999
K03464	catC; muconolactone D-isomerase [EC:5.3.3.4]	166.663	24.4443	0
K03465	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	47.618	0	81.9737
K03466	ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	905.641	2094.76	1838.76
