Feature ID	Taxon
seq3890	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq3891	Bacteria; Myxococcota; Myxococcia; Myxococcales; Anaeromyxobacteraceae; Anaeromyxobacter; none
seq3892	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq3893	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq3894	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq3895	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq3896	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Candidatus Alysiosphaera; none
seq3897	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; none; none
seq3898	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq3899	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq3900	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; none
seq3901	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter; none
seq3902	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq3903	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Tannerella; none
seq3904	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Anaerovoracaceae; Family XIII UCG-001; none
seq3905	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; ginsengisoli/humi/panaciterrae
seq3906	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; none
seq3907	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; psychrotolerans
seq3908	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Idiomarinaceae; Aliidiomarina; iranensis/shirensis
seq3909	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq3910	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq3911	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq3912	Bacteria; Firmicutes; Negativicutes; Acidaminococcales; Acidaminococcaceae; Phascolarctobacterium; none
seq3913	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; none; none; none
seq3914	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq3915	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas; none
seq3916	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq3917	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Gaiella; none
seq3918	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq3919	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq3920	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq3921	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Stomatobaculum; none
seq3922	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq3923	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq3924	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq3925	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; none; none
seq3926	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Idiomarinaceae; Idiomarina; loihiensis/ramblicola
seq3927	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq3928	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq3929	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq3930	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lentilactobacillus; none
seq3931	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Dyadobacter; none
seq3932	Bacteria; Firmicutes; Clostridia; Peptococcales; Peptococcaceae; Peptococcus; none
seq3933	Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; none; none
seq3934	Bacteria; Myxococcota; bacteriap25; none; none; none; none
seq3935	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga; none
seq3936	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq3937	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq3938	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; none; none
seq3939	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Altererythrobacter; none
seq3940	Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; Fastidiosipila; none
seq3941	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; none
seq3942	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; none; none
seq3943	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga; none
seq3944	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq3945	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq3946	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Xanthobacter; none
seq3947	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq3948	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq3949	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq3950	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; none; none
seq3951	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq3952	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq3953	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Chroococcidiopsaceae; Aliterella; none
seq3954	Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; none; none
seq3955	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq3956	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq3957	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Alcaligenaceae; GKS98 freshwater group; none
seq3958	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq3959	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq3960	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq3961	Bacteria; Actinobacteriota; Acidimicrobiia; none; none; none; none
seq3962	Bacteria; none; none; none; none; none; none
seq3963	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pluralibacter; none
seq3964	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; indologenes
seq3965	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Bergeyella; none
seq3966	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq3967	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Sellimonas; none
seq3968	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq3969	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq3970	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; none; none
seq3971	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; none
seq3972	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; Bauldia; none
seq3973	none; none; none; none; none; none; none
seq3974	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_9; none
seq3975	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; dokdonensis
seq3976	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium; none
seq3977	Bacteria; Myxococcota; Polyangia; Polyangiales; Sandaracinaceae; none; none
seq3978	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq3979	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq3980	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; bronchialis
seq3981	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Chiayiivirga; none
seq3982	Bacteria; Chloroflexi; Gitt-GS-136; none; none; none; none
seq3983	Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus; none
seq3984	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq3985	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq3986	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; none
seq3987	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; psychrosaccharolyticus
seq3988	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq3989	Bacteria; Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; none; none
seq3990	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq3991	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; none; none
seq3992	Bacteria; Actinobacteriota; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; triangulatus
seq3993	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq3994	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium; none
seq3995	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq3996	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Muribaculaceae; none; none
seq3997	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq3998	Bacteria; Chloroflexi; Chloroflexia; Kallotenuales; AKIW781; none; none
seq3999	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq4000	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia; none
seq4001	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga; none
seq4002	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter; henricii/rhizosphaerae
seq4003	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq4004	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; Calothrix PCC-6303; none
seq4005	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; abietaniphila/coleopterorum/rhizosphaerae
seq4006	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4007	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq4008	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; TM7x; none
seq4009	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq4010	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq4011	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Alteromonadaceae; Rheinheimera; none
seq4012	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq4013	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; none; none
seq4014	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq4015	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq4016	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq4017	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium; hydrophobicum/japonicum/xenophagum
seq4018	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq4019	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella; none
seq4020	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Blastocatella; none
seq4021	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq4022	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq4023	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq4024	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Aggregatibacter; none
seq4025	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia; none
seq4026	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq4027	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Fictibacillus; arsenicus/barbaricus/halophilus/nanhaiensis/phosphorivorans
seq4028	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium; aoyamense/pumilum/saccharophilum
seq4029	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Succinivibrionaceae; none; none
seq4030	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; UCG-003; none
seq4031	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; none; none
seq4032	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq4033	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcaceae; Intestinibacter; none
seq4034	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq4035	Bacteria; Acidobacteriota; Vicinamibacteria; Subgroup 17; none; none; none
seq4036	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq4037	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; none; none
seq4038	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq4039	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia; none
seq4040	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq4041	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum
seq4042	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; multiformis
seq4043	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq4044	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Rhizorhapis; none
seq4045	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq4046	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq4047	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq4048	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; none; none
seq4049	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq4050	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4051	Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; UTCFX1; none
seq4052	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq4053	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq4054	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; none
seq4055	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; terricola
seq4056	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Saccharospirillaceae; Oceaniserpentilla; none
seq4057	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Gaiella; none
seq4058	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Myroides; none
seq4059	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Cloacibacterium; none
seq4060	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq4061	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq4062	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq4063	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; none
seq4064	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq4065	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq4066	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq4067	Bacteria; Acidobacteriota; Blastocatellia; 11-24; none; none; none
seq4068	Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus; none
seq4069	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Nostocaceae; Scytonema UTEX 2349; none
seq4070	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Chroococcidiopsaceae; none; none
seq4071	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; none
seq4072	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; none; none
seq4073	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Sneathia; sanguinegens
seq4074	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Dorea; none
seq4075	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq4076	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq4077	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; Cellvibrio; none
seq4078	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; none; none; none
seq4079	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; cvE6; none; none
seq4080	Bacteria; Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia; none
seq4081	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga; none
